path,label,score_probe
005824.mp4,0,-9.447150034090319
094169.mp4,0,-5.441568773760201
001657.mp4,0,2.4325760749832317
053168.mp4,0,-4.693318429245474
117022.mp4,1,1.8401062684354517
063284.mp4,1,8.56029518113311
006138.mp4,1,13.223788921634341
107175.mp4,0,-3.9328273560515545
115080.mp4,0,-7.115133214054861
123504.mp4,1,14.435901621346941
122930.mp4,1,3.0202659900461177
100394.mp4,1,10.756443951909992
131148.mp4,0,1.8089808598138604
047606.mp4,0,-8.241650461047467
073703.mp4,1,4.343914667256444
002611.mp4,1,5.5114204724814275
009665.mp4,1,9.673332592452812
110333.mp4,1,0.6149426564283619
119298.mp4,1,6.024789905317773
129136.mp4,0,-5.023058736999458
002664.mp4,0,-6.352952999781786
073917.mp4,0,-8.124232596881049
045029.mp4,1,3.4262527509382656
118770.mp4,1,6.903076623188747
132851.mp4,1,6.461374976747509
066056.mp4,1,1.1829349191574183
048666.mp4,1,-6.129980593550075
053562.mp4,1,3.8642489651121994
087291.mp4,1,0.4952016665786143
101180.mp4,0,-0.4648709467584098
029688.mp4,0,-11.949606726191396
092463.mp4,0,-5.511876654028956
055287.mp4,1,17.674614017112958
008480.mp4,1,6.249344583784714
040139.mp4,0,-8.202926410740002
017207.mp4,0,-6.597857527758734
071350.mp4,1,16.533085467282653
013339.mp4,1,1.2782035558898737
108469.mp4,0,-4.563756649604377
056516.mp4,1,2.912786151980712
130964.mp4,1,15.664732649143254
123058.mp4,0,-10.018764164604784
032300.mp4,1,1.2822588955603178
007029.mp4,1,24.902834110978517
064302.mp4,0,-3.728460366772343
014079.mp4,1,9.360705484438181
126528.mp4,0,-4.836950386947182
008740.mp4,1,13.632053221675575
065283.mp4,1,9.206309766253696
033695.mp4,1,4.22766403068068
031378.mp4,1,6.500628462699684
090197.mp4,0,-7.811923463151066
122504.mp4,0,-8.14188597806653
067119.mp4,0,1.2381926746209864
101462.mp4,0,-5.840554035383246
125171.mp4,0,-1.240192440002628
050311.mp4,1,12.123101380374626
020478.mp4,0,-3.98660479077891
071051.mp4,0,-4.490890558821102
013073.mp4,1,16.644542795366185
058274.mp4,0,-4.600572563809822
023921.mp4,0,-7.374293212074754
093512.mp4,1,12.484268277762782
